session_id,customer_id,start_time,device,source,country
12603,13672,2023-11-17T21:07:06,desktop,direct,DE
12604,19653,2020-12-14T17:33:03,desktop,organic,BR
12605,10990,2021-07-20T16:57:28,desktop,social,BR
12606,2583,2025-02-13T19:38:22,desktop,direct,BR
12607,13623,2024-09-06T02:03:12,mobile,direct,GB
12608,4639,2020-03-24T01:28:35,mobile,paid,DE
12609,8434,2020-07-06T05:58:25,mobile,paid,DE
12610,3712,2020-01-12T17:00:14,mobile,email,US
12611,9999,2021-12-22T11:03:31,desktop,organic,GB
12612,9299,2024-03-06T07:07:51,desktop,paid,DE
12613,6842,2020-08-04T21:53:46,mobile,paid,MX
12614,15155,2023-03-27T03:16:13,mobile,paid,JP
12615,12825,2023-10-04T17:29:56,mobile,paid,FR
12616,18237,2020-11-20T11:43:20,desktop,direct,NL
12617,12829,2020-08-21T07:21:55,mobile,organic,DE
12618,19613,2020-06-29T23:08:10,desktop,referral,AE
12619,16847,2021-07-05T05:01:46,desktop,direct,SG
12620,7934,2022-10-26T17:26:20,desktop,paid,DE
12621,14547,2020-05-03T03:31:50,desktop,organic,DE
12622,14701,2025-02-03T18:31:14,mobile,direct,NL
12623,3676,2025-03-03T12:38:44,desktop,direct,FR
12624,18234,2022-01-05T18:01:24,mobile,referral,IN
12625,2382,2020-08-18T16:08:38,desktop,paid,JP
12626,19912,2023-03-07T04:32:01,desktop,social,JP
12627,3076,2024-10-27T08:10:17,mobile,social,ZA
12628,17706,2023-07-05T07:20:06,mobile,organic,MX
12629,17219,2024-02-24T15:23:47,mobile,paid,MX
12630,13321,2025-03-13T11:11:06,mobile,referral,FR
12631,4996,2021-08-10T06:46:56,mobile,email,SE
12632,5765,2024-10-03T07:17:34,desktop,organic,AE
12633,6780,2022-04-16T16:02:40,mobile,email,US
12634,2459,2024-10-13T20:30:42,mobile,referral,US
12635,4700,2023-02-05T20:46:37,mobile,organic,FR
12636,17976,2025-03-07T15:15:30,desktop,direct,US
12637,12878,2021-09-10T03:32:20,mobile,organic,US
12638,577,2024-05-26T15:35:58,tablet,paid,CA
12639,10292,2024-07-13T11:49:08,mobile,organic,US
12640,3326,2020-06-11T05:31:16,desktop,social,AU
12641,7889,2021-01-14T16:51:28,desktop,social,CA
12642,5945,2025-10-06T10:19:27,mobile,organic,US
12643,14028,2025-02-28T22:52:44,desktop,social,DE
12644,8593,2022-06-28T02:58:21,tablet,organic,IN
12645,1962,2020-05-29T16:25:38,tablet,referral,ES
12646,9152,2025-10-29T04:31:19,mobile,social,GB
12647,13312,2022-12-23T17:30:44,desktop,organic,NL
12648,12038,2023-11-17T20:19:30,desktop,direct,GB
12649,4781,2024-10-07T23:18:15,mobile,email,PL
12650,16944,2025-07-24T07:32:15,mobile,organic,AE
12651,5455,2022-06-14T04:23:30,tablet,organic,FR
12652,3699,2025-03-11T08:02:13,mobile,paid,BR
12653,5456,2022-01-10T23:23:46,mobile,organic,DE
12654,5369,2025-05-10T05:49:46,mobile,organic,DE
12655,6484,2023-10-10T10:18:52,mobile,organic,DE
12656,583,2021-08-08T05:10:56,mobile,email,BR
12657,17202,2021-07-13T19:53:16,mobile,organic,GB
12658,1187,2024-06-23T18:08:05,desktop,social,US
12659,15921,2025-07-14T04:49:13,mobile,organic,US
12660,10631,2022-11-07T01:42:58,tablet,organic,US
12661,6658,2024-06-20T15:43:31,desktop,social,GB
12662,11145,2020-11-05T16:09:52,desktop,organic,US
12663,12294,2020-01-16T02:08:02,desktop,direct,CA
12664,3490,2021-05-11T13:01:04,mobile,organic,JP
12665,13979,2024-05-14T07:49:50,mobile,direct,MX
12666,386,2020-08-06T22:59:38,desktop,organic,BR
12667,555,2024-06-25T00:19:58,mobile,email,SE
12668,3909,2020-10-05T08:55:36,desktop,direct,AE
12669,16543,2020-02-20T22:27:24,mobile,organic,SG
12670,19295,2020-12-20T20:03:03,desktop,organic,DE
12671,5530,2020-01-05T08:45:35,mobile,paid,AE
12672,1602,2020-08-17T07:05:31,desktop,organic,JP
12673,6168,2022-04-18T11:04:20,desktop,social,IN
12674,18816,2023-02-08T01:43:15,mobile,paid,FR
12675,2018,2025-03-02T01:22:07,tablet,referral,GB
12676,5806,2024-10-21T10:15:46,desktop,paid,AU
12677,3554,2023-05-15T06:11:05,mobile,organic,BR
12678,5812,2022-11-14T17:28:23,mobile,direct,ES
12679,15166,2024-07-28T19:47:08,mobile,organic,US
12680,3491,2020-09-05T01:40:21,desktop,referral,NL
12681,3777,2023-03-20T07:23:05,mobile,organic,CA
12682,2942,2022-04-05T07:16:06,desktop,organic,AU
12683,10606,2022-02-25T06:00:06,desktop,direct,US
12684,8838,2021-12-13T07:32:01,desktop,organic,ZA
12685,2529,2020-01-15T06:04:10,desktop,paid,US
12686,7109,2023-11-03T10:48:04,mobile,organic,MX
12687,5705,2021-12-14T21:47:26,tablet,social,SE
12688,15675,2020-10-18T07:45:46,desktop,organic,GB
12689,4285,2022-05-27T09:05:41,mobile,direct,ZA
12690,14840,2020-12-04T16:54:07,desktop,organic,CA
12691,5234,2023-02-06T07:30:41,desktop,direct,US
12692,12037,2023-11-11T04:10:56,desktop,paid,US
12693,4580,2021-04-08T02:15:46,desktop,direct,JP
12694,12638,2023-01-15T16:16:03,mobile,organic,AE
12695,503,2021-02-02T16:30:59,desktop,social,MX
12696,12844,2024-07-25T09:35:12,mobile,organic,US
12697,5930,2021-03-31T22:57:18,desktop,organic,ZA
12698,13732,2020-03-11T01:37:43,mobile,organic,MX
12699,2341,2020-07-15T23:38:17,mobile,direct,BR
12700,10515,2023-11-28T09:28:13,tablet,organic,PL
12701,8941,2021-06-16T12:59:08,desktop,organic,IN
12702,17984,2024-02-27T09:29:53,mobile,paid,MX
12703,5228,2020-10-27T14:13:08,mobile,direct,BR
12704,15988,2025-04-24T09:50:09,desktop,social,AE
12705,6978,2025-03-23T03:54:35,desktop,paid,US
12706,19647,2020-07-02T22:04:56,mobile,referral,AU
12707,2656,2023-10-11T06:57:01,desktop,organic,CA
12708,12203,2020-12-02T16:21:41,tablet,paid,DE
12709,15679,2021-07-13T02:45:24,desktop,paid,CA
12710,18101,2024-05-09T02:09:27,mobile,social,PL
12711,10854,2021-01-27T15:48:33,desktop,direct,SE
12712,3624,2024-02-22T09:33:21,mobile,referral,MX
12713,4508,2021-09-29T00:54:29,mobile,referral,CA
12714,17864,2024-09-23T10:17:33,mobile,organic,ES
12715,12214,2023-06-04T03:53:19,mobile,paid,SE
12716,14149,2020-09-02T09:57:48,mobile,organic,SG
12717,7748,2024-07-26T07:56:51,mobile,direct,ES
12718,9638,2020-03-25T15:32:25,mobile,organic,US
12719,6424,2024-11-20T03:32:28,mobile,email,GB
12720,17889,2024-08-21T07:57:48,desktop,social,US
12721,6859,2025-09-08T20:48:29,desktop,paid,GB
12722,212,2022-10-20T05:30:25,desktop,paid,NL
12723,13210,2024-06-15T14:34:36,mobile,organic,NL
12724,3500,2023-07-07T03:22:24,mobile,paid,ZA
12725,8732,2020-11-26T21:31:47,mobile,paid,NL
12726,11556,2020-05-23T16:56:50,desktop,direct,NL
12727,15697,2020-09-20T20:37:51,desktop,organic,ES
12728,18629,2023-05-15T14:27:30,mobile,paid,US
12729,15380,2025-05-08T08:11:33,mobile,paid,US
12730,14710,2020-05-15T13:21:31,tablet,organic,GB
12731,467,2020-04-05T01:57:40,tablet,email,US
12732,2523,2022-01-15T12:52:16,mobile,direct,IN
12733,2091,2025-09-11T00:03:00,mobile,referral,US
12734,8207,2025-10-23T14:00:28,tablet,referral,US
12735,10251,2025-03-04T12:19:21,mobile,direct,MX
12736,12195,2025-06-09T07:29:06,tablet,organic,DE
12737,9046,2021-06-08T02:15:39,mobile,referral,AE
12738,10150,2025-05-28T14:32:23,desktop,paid,SG
12739,8024,2025-04-14T07:05:30,mobile,direct,US
12740,14643,2021-01-22T16:53:22,mobile,email,US
12741,4372,2021-03-18T07:49:11,tablet,organic,PL
12742,11453,2023-10-26T09:28:02,desktop,direct,US
12743,3271,2024-05-21T07:18:31,mobile,social,SE
12744,15770,2024-07-08T12:00:59,mobile,paid,AU
12745,6647,2023-01-13T18:09:11,desktop,organic,SG
12746,2713,2022-06-15T10:10:05,desktop,email,FR
12747,381,2025-08-19T08:55:47,mobile,direct,JP
12748,4939,2024-02-17T11:00:53,mobile,organic,NL
12749,12639,2024-03-24T01:03:37,mobile,social,AE
12750,15771,2024-08-07T04:39:35,mobile,email,US
12751,11946,2023-11-20T15:37:02,mobile,social,MX
12752,9536,2024-12-30T10:52:50,desktop,social,IN
12753,6282,2021-10-24T10:25:34,desktop,direct,ES
12754,9867,2020-08-14T15:51:25,tablet,direct,IN
12755,16367,2024-04-12T16:03:22,desktop,paid,US
12756,16227,2020-01-08T06:02:12,mobile,organic,ZA
12757,10584,2023-11-23T11:47:18,desktop,email,ZA
12758,12743,2023-09-02T11:39:56,mobile,referral,NL
12759,3326,2020-12-04T19:35:35,mobile,organic,AU
12760,10495,2021-01-09T11:17:23,desktop,email,MX
12761,2953,2022-05-05T15:23:56,mobile,organic,US
12762,10278,2024-12-19T21:16:15,mobile,organic,MX
12763,2574,2022-03-31T03:16:32,mobile,paid,GB
12764,13711,2022-12-16T08:59:44,mobile,direct,JP
12765,17399,2023-06-20T07:28:06,desktop,organic,IN
12766,4403,2023-08-04T18:01:53,mobile,email,ES
12767,18998,2025-01-17T03:00:52,mobile,direct,AE
12768,5525,2024-06-28T08:59:38,desktop,organic,ES
12769,14330,2025-06-04T14:35:53,mobile,direct,NL
12770,14883,2021-12-19T14:31:48,desktop,organic,BR
12771,1871,2024-01-24T19:29:18,mobile,organic,ES
12772,1637,2023-07-26T06:48:26,tablet,direct,ES
12773,6780,2023-02-05T05:58:54,desktop,email,US
12774,3369,2020-04-02T12:35:42,mobile,social,BR
12775,6868,2021-01-23T11:14:50,desktop,direct,AU
12776,17905,2020-06-21T10:52:57,mobile,email,MX
12777,1196,2024-09-19T01:12:23,mobile,organic,US
12778,16403,2024-03-17T15:29:40,desktop,direct,JP
12779,16538,2022-05-17T10:33:51,mobile,direct,NL
12780,4396,2022-02-20T07:21:25,mobile,referral,IN
12781,1777,2025-10-25T17:00:30,mobile,social,FR
12782,12978,2021-03-30T11:54:19,desktop,organic,IN
12783,14906,2020-04-08T17:53:55,mobile,direct,US
12784,2664,2024-01-18T16:50:44,mobile,direct,US
12785,16463,2022-08-10T23:17:20,mobile,organic,AU
12786,18133,2024-03-14T23:53:30,mobile,paid,BR
12787,9281,2022-03-02T10:06:07,desktop,organic,FR
12788,7059,2021-04-10T21:51:52,desktop,paid,BR
12789,2598,2021-02-12T11:33:45,mobile,organic,JP
12790,2666,2024-10-14T01:57:52,mobile,email,ES
12791,10429,2021-04-25T23:37:58,mobile,email,US
12792,6472,2020-05-03T11:40:52,mobile,organic,FR
12793,1253,2022-01-27T05:55:00,mobile,direct,CA
12794,15090,2025-06-17T05:48:00,mobile,direct,US
12795,7460,2023-03-11T02:38:13,desktop,referral,JP
12796,7470,2024-07-31T18:24:52,desktop,organic,US
12797,171,2021-09-28T03:45:12,tablet,referral,IN
12798,16984,2024-06-19T04:47:15,desktop,organic,AU
12799,5727,2023-10-04T10:33:07,tablet,organic,JP
12800,2882,2025-07-09T05:22:17,desktop,email,GB
12801,6915,2021-11-01T01:50:47,desktop,social,NL
12802,17955,2024-08-05T07:14:57,mobile,paid,DE
12803,12778,2020-07-28T17:36:08,mobile,paid,MX
12804,6465,2024-10-07T02:10:21,mobile,organic,GB
12805,6445,2020-05-28T18:42:50,desktop,organic,ES
12806,5065,2021-08-04T23:02:57,desktop,referral,SE
12807,5548,2023-10-02T07:08:13,mobile,direct,JP
12808,10514,2025-10-14T19:01:24,desktop,direct,US
12809,13294,2025-06-16T09:16:22,desktop,referral,IN
12810,14833,2022-06-20T22:07:17,mobile,organic,PL
12811,3429,2020-12-19T10:56:17,desktop,organic,US
12812,16176,2025-02-03T06:39:15,tablet,organic,GB
12813,10996,2021-04-11T12:28:37,tablet,organic,US
12814,7210,2023-11-18T10:40:04,desktop,social,AU
12815,11018,2025-04-14T13:54:53,desktop,email,AE
12816,13865,2025-04-23T02:07:10,mobile,organic,AE
12817,6242,2020-03-09T02:50:19,mobile,organic,MX
12818,14246,2025-07-29T17:10:37,desktop,organic,IN
12819,1128,2025-03-30T12:53:12,mobile,social,SG
12820,6954,2022-03-31T11:23:59,mobile,organic,MX
12821,4983,2022-01-09T20:06:07,desktop,organic,SE
12822,18813,2023-06-19T13:30:20,desktop,organic,GB
12823,13363,2024-08-27T18:01:54,desktop,social,NL
12824,13917,2024-08-19T23:45:49,desktop,direct,PL
12825,15288,2022-03-08T14:19:46,desktop,organic,GB
12826,3145,2022-08-28T09:29:38,mobile,organic,SG
12827,2017,2022-09-15T01:03:27,mobile,direct,FR
12828,16931,2020-09-29T13:25:25,desktop,paid,US
12829,13518,2024-08-22T13:50:40,mobile,organic,US
12830,14915,2021-10-09T10:50:09,mobile,referral,JP
12831,19986,2023-10-05T08:14:05,mobile,referral,CA
12832,11036,2022-03-08T19:22:37,desktop,organic,PL
12833,19923,2025-07-29T04:07:27,mobile,direct,US
12834,14771,2021-12-23T10:52:26,mobile,direct,MX
12835,4669,2024-09-29T21:05:32,desktop,referral,US
12836,10277,2023-08-14T06:24:16,mobile,organic,US
12837,9694,2023-09-21T00:56:00,mobile,email,US
12838,19007,2020-06-19T07:23:31,mobile,social,SE
12839,6846,2023-03-13T02:26:56,mobile,paid,SG
12840,3966,2023-11-24T21:41:31,desktop,direct,ES
12841,1897,2024-01-24T20:36:24,mobile,organic,DE
12842,18205,2024-04-02T01:56:45,mobile,organic,IN
12843,6636,2023-03-21T11:53:15,mobile,organic,BR
12844,70,2023-02-12T07:19:59,tablet,direct,BR
12845,7711,2021-12-20T19:48:07,mobile,direct,SE
12846,8643,2020-10-21T03:01:15,mobile,email,NL
12847,10709,2024-07-05T18:58:54,mobile,organic,US
12848,13366,2020-02-04T19:12:44,mobile,direct,CA
12849,9471,2023-12-20T18:57:13,mobile,direct,SE
12850,759,2020-06-16T11:23:11,desktop,direct,JP
12851,11902,2021-01-01T10:36:54,mobile,organic,US
12852,2867,2024-11-06T17:30:19,desktop,organic,NL
12853,10581,2024-11-22T20:06:29,tablet,email,NL
12854,17834,2024-10-24T20:26:12,desktop,email,US
12855,7434,2025-03-04T05:24:40,desktop,direct,PL
12856,2672,2022-03-27T21:44:30,mobile,paid,CA
12857,10567,2025-04-24T21:03:37,mobile,organic,ZA
12858,18071,2022-03-08T14:16:46,desktop,direct,AE
12859,670,2023-11-16T14:45:32,mobile,direct,CA
12860,12096,2024-02-29T14:12:14,mobile,organic,US
12861,6799,2021-10-21T17:00:27,mobile,direct,IN
12862,13875,2023-09-28T04:46:56,mobile,organic,NL
12863,4369,2025-08-02T15:38:30,mobile,organic,MX
12864,19733,2021-10-19T22:54:53,mobile,email,BR
12865,13701,2020-09-14T06:46:50,desktop,direct,JP
12866,7954,2021-10-09T03:31:31,mobile,organic,US
12867,1250,2023-03-20T23:04:22,mobile,organic,US
12868,1216,2024-02-02T21:48:05,desktop,direct,US
12869,11951,2021-12-28T07:49:28,tablet,paid,ES
12870,11131,2025-02-27T13:16:25,desktop,direct,PL
12871,12025,2024-09-12T01:51:26,mobile,direct,FR
12872,11514,2021-08-11T01:17:37,tablet,organic,MX
12873,18450,2024-11-23T02:10:19,mobile,organic,AE
12874,12210,2023-02-14T21:02:45,mobile,direct,DE
12875,1390,2022-04-02T04:36:32,mobile,organic,US
12876,18386,2022-10-28T10:34:33,mobile,referral,DE
12877,16988,2025-02-07T08:40:31,desktop,organic,US
12878,4713,2023-03-14T00:42:49,desktop,referral,DE
12879,9287,2021-11-16T18:42:09,desktop,direct,SG
12880,6021,2020-02-03T10:05:50,desktop,paid,CA
12881,4422,2025-02-02T21:18:37,desktop,referral,US
12882,15834,2024-08-06T03:48:01,mobile,email,BR
12883,9318,2020-12-03T08:20:12,mobile,direct,BR
12884,12903,2023-05-04T15:04:31,desktop,organic,JP
12885,14385,2023-09-02T08:29:23,desktop,direct,US
12886,618,2024-11-16T07:32:01,desktop,organic,AU
12887,17601,2024-04-15T08:36:01,mobile,organic,DE
12888,9178,2025-10-27T23:04:21,desktop,organic,ES
12889,5844,2020-03-28T06:11:59,mobile,social,GB
12890,16805,2023-05-06T12:27:53,mobile,social,AU
12891,1845,2024-11-16T13:36:59,desktop,direct,IN
12892,1797,2022-12-29T06:40:52,tablet,direct,MX
12893,16304,2022-02-21T18:36:49,desktop,organic,SG
12894,17492,2023-01-14T18:15:19,desktop,organic,CA
12895,7941,2024-07-13T07:11:51,desktop,organic,US
12896,15319,2021-07-15T09:10:02,desktop,direct,AE
12897,2580,2021-12-11T22:44:39,mobile,paid,DE
12898,19176,2023-06-04T18:50:47,mobile,referral,AU
12899,12222,2022-10-11T18:42:37,desktop,organic,NL
12900,18577,2022-04-06T03:03:27,mobile,paid,US
12901,10201,2023-07-30T21:37:15,mobile,social,GB
12902,18197,2025-07-20T15:19:19,desktop,organic,AE
12903,15090,2024-02-25T02:16:07,mobile,organic,US
12904,11888,2024-06-30T12:53:23,mobile,social,US
12905,10687,2020-04-17T05:10:23,mobile,direct,AU
12906,4134,2023-05-09T12:00:54,mobile,referral,PL
12907,3411,2021-06-02T23:37:26,mobile,social,AU
12908,7215,2021-01-18T17:27:56,mobile,organic,US
12909,10103,2020-10-18T23:38:58,mobile,email,US
12910,12603,2021-02-26T05:42:13,mobile,paid,CA
12911,16978,2025-06-28T02:49:47,desktop,organic,MX
12912,3116,2022-01-14T06:30:09,tablet,email,FR
12913,6824,2021-08-20T12:08:15,desktop,direct,IN
12914,13339,2024-12-16T15:25:16,mobile,direct,IN
12915,12249,2022-03-30T06:05:45,mobile,direct,BR
12916,4365,2020-04-18T03:09:41,desktop,referral,AU
12917,9324,2020-04-04T14:31:49,mobile,social,NL
12918,18094,2022-09-27T11:01:57,desktop,organic,US
12919,11230,2023-11-17T12:05:00,mobile,organic,NL
12920,15568,2021-08-04T20:19:32,mobile,organic,GB
12921,13048,2023-08-23T16:43:16,mobile,direct,SG
12922,3183,2024-10-31T06:59:00,mobile,organic,CA
12923,11024,2021-10-18T11:26:49,desktop,organic,IN
12924,1439,2022-08-18T05:34:18,mobile,email,US
12925,7613,2025-08-02T00:38:05,mobile,organic,DE
12926,19741,2022-10-11T09:03:48,mobile,social,SE
12927,14944,2023-04-25T10:28:01,desktop,organic,AE
12928,8058,2025-05-01T06:32:32,mobile,social,AU
12929,16352,2020-02-12T21:38:06,mobile,direct,FR
12930,4057,2025-03-24T19:40:13,desktop,email,IN
12931,5928,2025-07-18T09:40:40,mobile,referral,BR
12932,13266,2020-04-12T10:27:05,mobile,direct,AU
12933,16704,2024-06-21T07:24:05,mobile,organic,FR
12934,1052,2020-12-25T00:37:16,tablet,direct,DE
12935,13043,2021-04-04T04:42:34,desktop,organic,US
12936,359,2024-06-07T11:38:30,desktop,email,US
12937,11916,2024-04-17T16:24:06,mobile,paid,BR
12938,14572,2022-02-11T04:56:04,mobile,direct,PL
12939,16326,2021-09-21T21:57:42,mobile,social,AU
12940,4420,2023-07-16T13:40:01,desktop,direct,US
12941,4197,2024-10-20T06:45:17,mobile,organic,US
12942,13570,2022-02-01T16:26:16,desktop,social,SG
12943,11236,2021-02-24T22:31:41,desktop,paid,US
12944,5940,2024-05-23T17:48:15,desktop,organic,IN
12945,17771,2023-07-17T15:39:35,desktop,paid,CA
12946,13461,2020-05-22T14:55:23,desktop,direct,NL
12947,5163,2021-08-17T11:12:37,desktop,direct,ZA
12948,7237,2022-12-13T17:37:03,desktop,organic,US
12949,18471,2020-12-10T15:32:41,desktop,organic,MX
12950,1922,2024-05-30T07:28:56,desktop,organic,GB
12951,9997,2020-11-18T06:28:31,mobile,organic,BR
12952,11033,2022-03-10T05:24:03,desktop,paid,SE
12953,11655,2021-09-07T23:22:17,mobile,organic,NL
12954,13155,2024-04-22T18:31:16,desktop,direct,NL
12955,16638,2022-11-05T01:17:48,mobile,social,FR
12956,11515,2020-11-07T07:14:43,mobile,organic,AU
12957,5566,2020-01-14T13:32:46,desktop,organic,US
12958,5489,2025-04-13T18:39:53,mobile,organic,AE
12959,12337,2023-08-15T17:12:30,mobile,social,GB
12960,10561,2025-03-03T03:58:13,mobile,social,FR
12961,19230,2022-04-26T13:39:47,desktop,social,PL
12962,69,2023-05-16T09:14:49,mobile,organic,CA
12963,4266,2025-09-11T01:04:21,mobile,email,US
12964,1155,2025-05-31T10:17:34,mobile,organic,GB
12965,7929,2022-03-07T00:36:55,mobile,organic,US
12966,4023,2024-03-23T16:07:22,mobile,direct,US
12967,13047,2023-05-17T12:14:29,desktop,direct,ES
12968,10872,2025-05-28T17:22:42,mobile,social,MX
12969,18361,2024-05-27T10:57:11,mobile,organic,DE
12970,1770,2021-01-27T00:55:27,desktop,referral,ZA
12971,18974,2024-08-04T04:06:45,mobile,direct,DE
12972,7738,2024-09-18T18:20:34,mobile,referral,ES
12973,19180,2020-06-14T09:26:42,mobile,email,US
12974,11989,2021-11-07T19:37:57,mobile,paid,IN
12975,9662,2023-06-19T16:29:58,mobile,direct,GB
12976,18637,2024-10-05T01:32:41,desktop,email,AE
12977,17493,2023-03-29T23:01:13,mobile,direct,DE
12978,16478,2025-09-27T18:19:26,desktop,direct,BR
12979,9078,2022-04-17T00:28:53,desktop,social,IN
12980,17401,2025-03-25T07:07:16,mobile,paid,FR
12981,10641,2024-08-28T21:34:03,mobile,paid,ES
12982,17593,2022-04-21T04:07:59,mobile,paid,JP
12983,19340,2021-03-05T03:27:09,desktop,paid,PL
12984,2130,2024-02-13T13:58:13,mobile,direct,FR
12985,4477,2023-07-09T12:18:10,desktop,referral,US
12986,11254,2025-05-29T07:44:24,mobile,direct,GB
12987,2157,2024-10-13T00:17:32,desktop,organic,AE
12988,13062,2020-05-28T02:25:32,mobile,paid,DE
12989,13646,2022-09-02T00:01:59,mobile,direct,US
12990,16122,2023-08-05T00:03:03,mobile,direct,MX
12991,17937,2023-01-22T04:58:20,mobile,email,ES
12992,15042,2022-11-02T05:08:14,mobile,organic,DE
12993,5556,2021-09-22T16:20:07,mobile,organic,BR
12994,4708,2023-08-16T15:26:54,mobile,organic,GB
12995,9484,2022-11-19T00:12:18,desktop,direct,FR
12996,19002,2020-09-27T13:29:50,mobile,organic,CA
12997,6876,2022-09-23T00:19:20,mobile,referral,US
12998,14937,2023-12-14T00:20:15,mobile,direct,FR
12999,4039,2022-09-15T06:12:04,desktop,organic,ES
13000,15329,2025-03-15T03:15:16,mobile,referral,DE
13001,4998,2020-03-26T18:07:30,mobile,direct,SG
13002,10488,2024-05-31T23:34:32,mobile,social,US
13003,10336,2021-08-10T13:27:38,desktop,organic,BR
13004,17833,2022-11-27T18:00:11,mobile,organic,US
13005,19474,2020-11-06T17:36:27,mobile,organic,DE
13006,4920,2023-05-06T21:31:42,mobile,direct,US
13007,11969,2020-05-09T19:15:49,mobile,referral,US
13008,13369,2022-03-09T05:44:52,mobile,social,FR
13009,17745,2021-08-24T19:24:34,desktop,email,BR
13010,7515,2020-06-20T05:57:11,desktop,organic,BR
13011,11946,2021-12-11T03:49:43,tablet,direct,MX
13012,4005,2024-10-09T02:07:29,mobile,email,SG
13013,4293,2023-03-01T14:05:38,desktop,paid,CA
13014,15631,2021-11-22T14:39:00,mobile,organic,SE
13015,7329,2024-03-04T19:54:23,mobile,direct,JP
13016,14050,2022-03-21T04:01:59,mobile,organic,JP
13017,16389,2025-08-01T22:03:32,desktop,direct,MX
13018,17932,2024-09-26T19:23:27,mobile,social,PL
13019,9015,2021-07-19T15:22:06,mobile,organic,MX
13020,2407,2022-01-21T23:14:42,desktop,social,IN
13021,14747,2021-03-20T13:59:18,desktop,direct,MX
13022,8736,2023-08-01T06:59:52,mobile,organic,AU
13023,18701,2025-03-28T23:53:03,mobile,organic,DE
13024,53,2025-02-08T21:33:30,desktop,email,SE
13025,13890,2025-09-06T15:11:09,mobile,direct,DE
13026,8374,2022-07-08T05:49:49,desktop,organic,US
13027,15374,2023-01-01T15:58:29,mobile,email,US
13028,11093,2021-05-20T00:50:29,desktop,paid,FR
13029,10669,2025-09-25T02:52:26,mobile,organic,PL
13030,11342,2023-12-22T20:32:32,mobile,organic,CA
13031,19928,2024-09-27T11:04:02,desktop,direct,IN
13032,11767,2025-08-01T19:00:24,mobile,email,AU
13033,17257,2024-09-21T01:20:05,desktop,direct,CA
13034,15423,2022-11-03T02:10:48,mobile,paid,PL
13035,9488,2024-02-14T20:17:31,desktop,email,IN
13036,11893,2024-02-26T19:39:51,mobile,social,US
13037,12832,2023-11-20T03:50:25,desktop,direct,JP
13038,16956,2020-10-10T03:16:08,desktop,paid,ZA
13039,1470,2021-10-14T00:00:00,mobile,organic,CA
13040,683,2020-12-05T05:43:01,desktop,paid,NL
13041,16781,2023-10-20T22:17:59,mobile,email,IN
13042,215,2024-07-27T09:48:50,desktop,organic,GB
13043,11826,2022-05-04T12:06:48,mobile,email,JP
13044,15568,2025-02-19T22:54:53,mobile,direct,GB
13045,17690,2024-01-25T19:07:49,tablet,social,BR
13046,8452,2022-06-24T10:14:37,desktop,organic,US
13047,14284,2025-09-28T05:48:35,desktop,direct,FR
13048,13719,2021-01-10T15:20:33,mobile,direct,CA
13049,15979,2025-06-01T09:46:28,tablet,organic,SG
13050,18827,2022-05-21T23:02:37,mobile,email,JP
13051,1812,2025-06-02T12:56:33,tablet,organic,FR
13052,18099,2020-12-10T17:40:18,mobile,organic,US
13053,2971,2021-07-16T03:10:06,mobile,organic,BR
13054,14549,2024-11-28T12:32:15,desktop,direct,NL
13055,17043,2025-04-30T13:12:24,desktop,direct,US
13056,15176,2022-02-25T08:35:34,desktop,organic,IN
13057,1851,2021-02-19T09:27:36,desktop,referral,IN
13058,4490,2020-06-14T06:25:14,mobile,social,GB
13059,11327,2025-10-02T11:11:57,tablet,paid,US
13060,7864,2020-09-16T06:11:40,tablet,paid,NL
13061,17522,2021-10-06T11:58:05,mobile,paid,NL
13062,16559,2022-07-13T04:48:58,tablet,paid,US
13063,9111,2020-11-24T16:28:42,tablet,referral,AU
13064,13408,2024-11-06T14:08:16,mobile,organic,ES
13065,19129,2020-12-23T14:50:48,tablet,email,GB
13066,7002,2023-06-12T12:46:04,desktop,organic,GB
13067,14463,2023-10-13T15:42:25,mobile,social,US
13068,18767,2021-04-11T09:07:05,desktop,email,FR
13069,2379,2023-12-26T06:01:53,mobile,direct,NL
13070,12095,2023-08-29T17:25:51,desktop,email,IN
13071,6528,2020-10-25T19:53:26,mobile,organic,MX
13072,1413,2021-12-27T08:02:17,mobile,referral,AU
13073,7826,2022-12-18T08:13:06,desktop,organic,US
13074,11773,2025-03-07T23:12:25,mobile,email,PL
13075,19498,2023-12-16T20:54:05,desktop,organic,US
13076,11277,2022-02-25T07:58:02,mobile,direct,MX
13077,14591,2024-05-29T16:08:55,mobile,paid,NL
13078,16648,2022-05-30T04:21:39,desktop,email,AU
13079,2230,2024-08-10T08:47:54,mobile,referral,CA
13080,795,2025-06-03T09:03:12,desktop,social,AE
13081,983,2021-10-03T09:13:29,mobile,organic,FR
13082,6602,2020-09-21T13:01:49,mobile,direct,SE
13083,19642,2020-10-11T18:37:52,mobile,social,US
13084,5908,2020-11-09T15:41:49,mobile,paid,US
13085,8179,2024-08-20T03:28:13,mobile,social,US
13086,1283,2024-09-14T16:04:17,mobile,direct,CA
13087,13432,2021-01-28T06:56:33,mobile,social,DE
13088,9538,2022-10-04T07:20:38,desktop,paid,CA
13089,2204,2021-11-30T20:13:05,desktop,organic,IN
13090,16859,2022-09-02T12:24:42,mobile,paid,GB
13091,19951,2020-06-21T20:44:22,tablet,referral,US
