order_id,customer_id,order_time,payment_method,discount_pct,subtotal_usd,total_usd,country,device,source,order_month,order_year
4485,13278,2025-10-17 08:24:42,card,0,22.22,22.22,US,desktop,direct,2025-10,2025
4486,14127,2024-12-31 23:44:15,card,10,142.4,128.16,NL,mobile,organic,2024-12,2024
4487,7707,2022-05-25 11:26:21,paypal,0,440.16,440.16,US,mobile,organic,2022-05,2022
4488,14188,2025-05-05 15:04:15,paypal,0,185.77,185.77,US,mobile,organic,2025-05,2025
4489,19987,2024-11-14 02:19:43,card,5,145.18,137.92,US,desktop,referral,2024-11,2024
4490,11882,2021-03-13 15:13:52,card,10,74.57,67.11,BR,mobile,direct,2021-03,2021
4491,15776,2024-11-10 03:42:24,card,10,272.11,244.9,MX,desktop,social,2024-11,2024
4492,4077,2025-07-13 01:02:26,card,0,96.64,96.64,SE,mobile,paid,2025-07,2025
4493,15414,2020-07-21 10:20:30,paypal,0,181.49,181.49,GB,desktop,email,2020-07,2020
4494,8434,2023-09-02 17:22:48,wallet,0,8.15,8.15,DE,tablet,direct,2023-09,2023
4495,4189,2025-06-16 06:19:52,paypal,5,10.8,10.26,US,tablet,organic,2025-06,2025
4496,15586,2022-03-20 17:26:17,card,0,209.85,209.85,GB,desktop,organic,2022-03,2022
4497,15694,2023-06-25 20:29:00,card,0,129.85,129.85,CA,mobile,social,2023-06,2023
4498,7197,2023-09-18 01:25:16,card,0,107.46,107.46,DE,mobile,direct,2023-09,2023
4499,14419,2025-05-15 02:02:14,card,0,245.73,245.73,US,desktop,direct,2025-05,2025
4500,15031,2022-02-16 23:16:55,paypal,10,91.0,81.9,US,desktop,direct,2022-02,2022
4501,15952,2020-04-30 15:57:49,cod,20,64.68,51.74,IN,mobile,direct,2020-04,2020
4502,9527,2023-01-25 11:53:48,cod,20,540.31,432.25,FR,desktop,paid,2023-01,2023
4503,9396,2023-06-16 01:17:13,wallet,0,640.67,640.67,FR,desktop,email,2023-06,2023
4504,1281,2022-12-29 19:44:42,card,20,73.82,59.06,CA,mobile,social,2022-12,2022
4505,8669,2020-10-22 09:31:00,card,0,66.57,66.57,MX,mobile,email,2020-10,2020
4506,7923,2024-06-05 14:20:06,card,0,29.52,29.52,US,mobile,direct,2024-06,2024
4507,11259,2021-09-05 22:27:52,card,5,131.22,124.66,FR,tablet,direct,2021-09,2021
4508,9297,2021-03-22 09:39:41,card,0,74.12,74.12,US,mobile,social,2021-03,2021
4509,9117,2024-04-27 08:14:29,paypal,10,59.94,53.95,ES,mobile,direct,2024-04,2024
4510,9478,2020-01-26 14:10:10,card,0,94.32,94.32,IN,desktop,organic,2020-01,2020
4511,3810,2023-06-21 06:59:45,card,0,142.27,142.27,AE,tablet,organic,2023-06,2023
4512,13168,2021-06-16 23:14:06,card,0,49.06,49.06,BR,desktop,organic,2021-06,2021
4513,1289,2023-01-20 19:57:51,wallet,0,90.81,90.81,US,mobile,direct,2023-01,2023
4514,11724,2022-07-17 04:45:56,card,0,219.92,219.92,AU,mobile,social,2022-07,2022
4515,142,2020-05-29 08:56:08,paypal,0,185.47,185.47,JP,tablet,organic,2020-05,2020
4516,1380,2022-09-25 05:17:16,card,15,160.11,136.09,AU,mobile,direct,2022-09,2022
4517,2759,2024-05-29 01:09:15,card,0,266.02,266.02,AU,desktop,organic,2024-05,2024
4518,7099,2021-05-11 10:29:16,card,15,55.92,47.53,AE,desktop,referral,2021-05,2021
4519,12573,2024-12-29 11:44:44,card,5,41.37,39.3,ES,mobile,direct,2024-12,2024
4520,860,2023-01-27 20:49:44,card,0,20.88,20.88,GB,mobile,email,2023-01,2023
4521,13103,2025-01-13 12:23:28,card,10,76.48,68.83,IN,mobile,organic,2025-01,2025
4522,10637,2022-04-10 22:56:22,paypal,20,152.81,122.25,BR,desktop,email,2022-04,2022
4523,7110,2023-06-17 06:06:21,cod,10,143.56,129.2,SE,desktop,organic,2023-06,2023
4524,7430,2024-10-31 01:27:10,card,5,70.97,67.42,PL,desktop,direct,2024-10,2024
4525,8694,2020-07-12 23:02:11,card,5,77.21,73.35,MX,desktop,paid,2020-07,2020
4526,6399,2021-08-22 18:54:54,card,5,99.35,94.38,DE,desktop,direct,2021-08,2021
4527,11839,2023-07-03 03:34:41,card,10,35.6,32.04,BR,mobile,social,2023-07,2023
4528,15970,2022-03-21 09:54:50,card,0,74.14,74.14,SE,desktop,organic,2022-03,2022
4529,17055,2022-05-31 20:40:43,card,0,53.6,53.6,JP,mobile,organic,2022-05,2022
4530,10658,2023-06-23 10:19:44,card,5,167.28,158.92,SG,desktop,social,2023-06,2023
4531,18132,2023-11-10 05:55:37,card,15,5.63,4.79,MX,mobile,social,2023-11,2023
4532,17405,2020-01-16 17:08:42,card,15,204.02,173.42,US,mobile,social,2020-01,2020
4533,19734,2024-04-17 09:40:28,card,0,127.95,127.95,ES,mobile,organic,2024-04,2024
4534,9449,2020-09-07 21:21:12,card,10,673.22,605.9,AU,mobile,organic,2020-09,2020
4535,9485,2022-02-18 00:17:42,card,15,20.38,17.32,AU,mobile,direct,2022-02,2022
4536,12447,2020-08-24 04:17:51,paypal,5,44.85,42.61,GB,mobile,direct,2020-08,2020
4537,19524,2020-11-21 05:18:01,card,0,53.96,53.96,SE,mobile,social,2020-11,2020
4538,8061,2022-02-21 07:03:41,cod,5,192.84,183.2,FR,mobile,paid,2022-02,2022
4539,19009,2024-04-04 10:13:30,card,0,213.13,213.13,IN,mobile,paid,2024-04,2024
4540,6388,2024-01-13 22:59:46,card,0,43.9,43.9,IN,desktop,direct,2024-01,2024
4541,18104,2021-11-28 20:11:25,wallet,0,35.75,35.75,NL,mobile,organic,2021-11,2021
4542,7594,2023-02-27 03:45:48,card,5,112.12,106.51,MX,mobile,paid,2023-02,2023
4543,16815,2021-04-01 00:42:07,card,20,37.03,29.62,US,desktop,organic,2021-04,2021
4544,14715,2024-02-25 06:57:25,card,10,14.22,12.8,US,mobile,organic,2024-02,2024
4545,8286,2025-04-26 15:16:35,card,20,35.01,28.01,NL,desktop,organic,2025-04,2025
4546,19230,2023-07-07 20:42:11,paypal,10,26.4,23.76,PL,mobile,referral,2023-07,2023
4547,9129,2023-01-09 10:53:08,card,0,124.56,124.56,FR,mobile,email,2023-01,2023
4548,6473,2021-05-05 05:51:23,card,15,207.65,176.5,MX,mobile,paid,2021-05,2021
4549,6733,2024-12-09 12:29:00,card,15,127.92,108.73,US,desktop,direct,2024-12,2024
4550,19715,2022-02-11 16:49:26,paypal,0,144.84,144.84,US,mobile,email,2022-02,2022
4551,1854,2023-10-24 06:49:44,card,0,23.75,23.75,FR,tablet,organic,2023-10,2023
4552,15076,2025-01-20 15:32:54,card,20,13.71,10.97,IN,mobile,direct,2025-01,2025
4553,16977,2023-08-13 14:07:10,card,0,236.79,236.79,SG,mobile,paid,2023-08,2023
4554,15267,2021-09-01 23:14:49,paypal,0,159.68,159.68,GB,desktop,organic,2021-09,2021
4555,11592,2023-04-16 05:34:20,card,15,163.78,139.21,IN,desktop,paid,2023-04,2023
4556,9696,2024-12-22 23:47:43,card,0,38.75,38.75,CA,mobile,organic,2024-12,2024
4557,7805,2024-11-03 12:03:42,card,0,58.82,58.82,BR,tablet,direct,2024-11,2024
4558,14161,2020-06-17 11:17:41,card,15,115.2,97.92,BR,mobile,organic,2020-06,2020
4559,6790,2020-01-01 05:00:52,cod,5,71.27,67.71,US,mobile,organic,2020-01,2020
4560,9196,2025-06-14 11:12:45,paypal,10,85.91,77.32,AU,tablet,organic,2025-06,2025
4561,10603,2021-04-13 09:53:20,wallet,5,163.26,155.1,US,desktop,organic,2021-04,2021
4562,5811,2024-07-31 13:34:14,card,0,186.87,186.87,IN,mobile,organic,2024-07,2024
4563,13964,2021-03-02 18:04:26,card,15,237.45,201.83,MX,mobile,email,2021-03,2021
4564,3530,2022-09-12 21:18:49,card,20,362.68,290.14,ES,mobile,direct,2022-09,2022
4565,8878,2023-11-14 01:24:30,card,15,15.33,13.03,US,desktop,social,2023-11,2023
4566,2855,2021-05-03 21:47:56,paypal,0,196.16,196.16,GB,desktop,paid,2021-05,2021
4567,3521,2024-04-26 18:30:34,card,0,156.8,156.8,US,mobile,organic,2024-04,2024
4568,10240,2020-12-23 21:28:07,paypal,20,180.51,144.41,NL,mobile,paid,2020-12,2020
4569,14578,2025-02-21 02:27:53,wallet,0,119.61,119.61,US,tablet,referral,2025-02,2025
4570,13529,2020-06-15 08:14:48,paypal,0,60.72,60.72,CA,desktop,organic,2020-06,2020
4571,885,2020-04-10 02:12:14,wallet,5,87.98,83.58,BR,desktop,organic,2020-04,2020
4572,7001,2020-03-11 19:24:58,wallet,15,101.6,86.36,SG,mobile,organic,2020-03,2020
4573,1786,2021-07-31 04:05:36,card,0,172.08,172.08,BR,mobile,email,2021-07,2021
4574,12082,2024-11-29 07:20:39,paypal,20,452.79,362.23,US,desktop,email,2024-11,2024
4575,6757,2020-06-09 14:27:54,card,20,111.09,88.87,CA,mobile,email,2020-06,2020
4576,19713,2020-09-27 04:19:02,card,5,51.87,49.28,ES,mobile,email,2020-09,2020
4577,5653,2020-10-05 21:47:15,cod,15,40.47,34.4,AU,mobile,organic,2020-10,2020
4578,14570,2021-05-30 18:43:29,card,20,14.32,11.46,CA,mobile,organic,2021-05,2021
4579,13978,2022-01-09 04:05:19,card,15,51.64,43.89,BR,desktop,paid,2022-01,2022
4580,10599,2021-10-04 06:53:36,card,10,188.77,169.89,NL,mobile,paid,2021-10,2021
4581,3250,2020-02-19 01:13:11,card,0,34.17,34.17,PL,desktop,direct,2020-02,2020
4582,10032,2021-02-17 11:35:22,paypal,20,94.29,75.43,NL,mobile,direct,2021-02,2021
4583,11561,2025-05-08 09:10:23,card,5,385.72,366.43,FR,desktop,organic,2025-05,2025
4584,3368,2023-01-30 02:29:27,card,0,54.69,54.69,US,tablet,organic,2023-01,2023
4585,17563,2020-08-08 05:36:54,card,15,6.96,5.92,BR,desktop,direct,2020-08,2020
4586,6401,2024-01-14 06:47:10,card,20,36.19,28.95,ES,desktop,direct,2024-01,2024
4587,6925,2025-09-18 06:30:05,paypal,0,209.44,209.44,IN,mobile,organic,2025-09,2025
4588,555,2025-06-16 19:21:01,card,0,115.77,115.77,SE,mobile,referral,2025-06,2025
4589,10829,2024-11-12 05:32:53,card,10,65.29,58.76,US,desktop,referral,2024-11,2024
4590,4368,2023-01-16 10:30:08,paypal,0,25.79,25.79,US,mobile,social,2023-01,2023
4591,11820,2023-06-15 20:42:25,wallet,15,154.56,131.38,US,mobile,direct,2023-06,2023
4592,13323,2025-06-21 14:29:45,paypal,20,80.11,64.09,FR,mobile,direct,2025-06,2025
4593,6865,2024-03-20 04:48:14,card,0,38.86,38.86,GB,desktop,organic,2024-03,2024
4594,6134,2020-10-13 04:39:35,card,0,25.45,25.45,US,desktop,direct,2020-10,2020
4595,13793,2025-04-17 21:48:03,card,5,36.1,34.3,IN,desktop,organic,2025-04,2025
4596,6851,2024-06-03 19:42:35,paypal,5,671.61,638.03,IN,mobile,paid,2024-06,2024
4597,16396,2021-03-04 11:55:20,card,5,71.9,68.31,ES,mobile,organic,2021-03,2021
4598,8096,2022-11-22 10:12:18,card,0,60.03,60.03,MX,mobile,organic,2022-11,2022
4599,1403,2024-02-13 23:15:02,card,10,96.53,86.88,US,mobile,direct,2024-02,2024
4600,16461,2024-11-23 13:52:11,card,10,88.1,79.29,IN,desktop,email,2024-11,2024
4601,19759,2022-07-20 10:24:11,card,20,221.71,177.37,ES,desktop,organic,2022-07,2022
4602,15691,2021-10-10 00:32:11,card,0,92.87,92.87,GB,mobile,social,2021-10,2021
4603,18043,2023-07-24 10:53:06,cod,0,49.91,49.91,MX,mobile,referral,2023-07,2023
4604,18829,2021-07-21 00:01:17,card,15,225.09,191.33,PL,desktop,paid,2021-07,2021
4605,8601,2020-01-06 05:14:00,card,0,30.1,30.1,JP,desktop,direct,2020-01,2020
4606,19212,2021-02-13 12:10:48,card,20,433.82,347.06,PL,mobile,email,2021-02,2021
4607,4590,2025-08-23 11:27:16,card,20,398.76,319.01,BR,desktop,organic,2025-08,2025
4608,9063,2024-12-18 21:53:25,wallet,20,94.29,75.43,ES,desktop,organic,2024-12,2024
4609,6859,2021-09-20 00:06:24,card,5,13.72,13.03,GB,mobile,organic,2021-09,2021
4610,12639,2022-04-21 09:40:22,card,10,112.05,100.84,AE,mobile,social,2022-04,2022
4611,7595,2022-04-28 15:35:24,wallet,0,322.16,322.16,FR,desktop,organic,2022-04,2022
4612,4600,2025-09-04 17:22:49,card,0,29.12,29.12,DE,mobile,direct,2025-09,2025
4613,15185,2025-09-24 21:51:04,cod,10,202.17,181.95,GB,mobile,organic,2025-09,2025
4614,635,2025-09-13 08:38:40,card,0,251.08,251.08,IN,mobile,organic,2025-09,2025
4615,12237,2024-01-02 20:21:11,card,10,82.41,74.17,MX,tablet,organic,2024-01,2024
4616,11392,2024-10-26 21:15:07,card,15,210.61,179.02,FR,desktop,direct,2024-10,2024
4617,2364,2021-07-24 07:26:10,card,20,63.28,50.62,NL,mobile,direct,2021-07,2021
4618,12587,2020-04-08 03:50:02,card,0,48.55,48.55,US,mobile,direct,2020-04,2020
4619,2754,2025-03-09 01:25:33,wallet,0,225.17,225.17,IN,mobile,paid,2025-03,2025
4620,13402,2022-09-24 21:07:34,wallet,15,229.07,194.71,PL,desktop,organic,2022-09,2022
4621,3996,2025-03-10 20:50:37,cod,0,233.93,233.93,IN,desktop,organic,2025-03,2025
4622,6724,2022-06-06 08:26:43,card,0,17.88,17.88,GB,tablet,referral,2022-06,2022
4623,991,2021-05-13 15:46:06,paypal,0,89.6,89.6,GB,desktop,email,2021-05,2021
4624,17189,2021-11-14 14:16:05,card,15,27.47,23.35,JP,tablet,direct,2021-11,2021
4625,9821,2020-09-27 04:45:05,card,5,91.99,87.39,US,mobile,direct,2020-09,2020
4626,2686,2024-07-19 09:42:05,card,5,256.45,243.63,IN,desktop,social,2024-07,2024
4627,11168,2022-07-12 03:50:36,paypal,10,142.09,127.88,JP,desktop,organic,2022-07,2022
4628,12524,2020-06-06 04:46:43,card,0,438.84,438.84,IN,mobile,email,2020-06,2020
4629,13295,2022-06-26 22:46:56,card,0,102.09,102.09,JP,mobile,direct,2022-06,2022
4630,6512,2021-12-12 18:20:34,card,0,118.14,118.14,SG,mobile,paid,2021-12,2021
4631,13050,2021-05-23 22:03:45,card,0,160.44,160.44,CA,mobile,organic,2021-05,2021
4632,17563,2023-03-10 00:51:47,card,20,47.42,37.94,BR,mobile,email,2023-03,2023
4633,817,2023-07-04 21:17:43,paypal,20,329.13,263.3,MX,mobile,social,2023-07,2023
4634,5220,2024-09-04 16:35:30,card,10,1058.56,952.7,DE,tablet,email,2024-09,2024
4635,13789,2020-09-15 10:12:56,card,0,35.49,35.49,GB,mobile,paid,2020-09,2020
4636,3781,2025-09-07 06:31:29,card,0,13.68,13.68,CA,desktop,organic,2025-09,2025
4637,14603,2025-06-04 01:31:26,card,0,77.3,77.3,US,mobile,referral,2025-06,2025
4638,13784,2021-04-14 18:34:27,card,0,35.09,35.09,GB,mobile,social,2021-04,2021
4639,11110,2025-07-15 06:08:53,paypal,0,25.94,25.94,BR,mobile,organic,2025-07,2025
4640,17160,2023-07-17 04:06:56,paypal,15,10.23,8.7,IN,mobile,direct,2023-07,2023
4641,2244,2021-03-29 01:03:51,wallet,15,255.17,216.89,FR,mobile,organic,2021-03,2021
4642,4518,2024-06-10 06:50:02,card,0,90.53,90.53,JP,mobile,social,2024-06,2024
4643,4644,2020-03-09 11:05:01,card,15,43.48,36.96,ZA,mobile,organic,2020-03,2020
4644,16940,2020-01-15 07:28:53,card,0,82.39,82.39,FR,mobile,referral,2020-01,2020
4645,6417,2023-07-23 23:12:22,paypal,10,125.19,112.67,BR,desktop,social,2023-07,2023
4646,16322,2021-01-22 01:56:24,card,20,56.14,44.91,AU,desktop,organic,2021-01,2021
4647,13404,2021-09-27 16:17:30,card,15,173.62,147.58,CA,mobile,referral,2021-09,2021
4648,15408,2023-05-17 10:23:20,wallet,0,271.57,271.57,SG,mobile,email,2023-05,2023
4649,5564,2024-04-02 01:03:40,card,10,569.84,512.86,IN,mobile,direct,2024-04,2024
4650,19071,2021-01-18 04:36:50,paypal,10,96.73,87.06,ZA,mobile,direct,2021-01,2021
4651,3867,2023-06-27 19:36:30,card,0,47.85,47.85,SE,desktop,social,2023-06,2023
4652,3683,2024-12-12 18:46:13,paypal,10,25.08,22.57,US,desktop,organic,2024-12,2024
4653,10926,2024-05-23 01:04:57,card,0,36.68,36.68,US,mobile,direct,2024-05,2024
4654,9343,2020-05-29 04:25:56,card,10,29.53,26.58,IN,mobile,organic,2020-05,2020
4655,15284,2022-12-04 18:56:55,card,0,237.58,237.58,IN,mobile,direct,2022-12,2022
4656,2146,2020-09-25 00:14:23,card,0,65.48,65.48,AU,desktop,direct,2020-09,2020
4657,10710,2022-06-01 18:54:05,card,20,85.49,68.39,US,desktop,referral,2022-06,2022
4658,11743,2022-09-23 11:06:14,card,0,210.78,210.78,GB,desktop,direct,2022-09,2022
4659,12154,2020-08-23 02:30:47,cod,0,19.86,19.86,GB,mobile,direct,2020-08,2020
4660,13048,2020-10-08 14:19:38,card,15,81.51,69.28,SG,desktop,direct,2020-10,2020
4661,11648,2022-08-16 04:50:31,card,15,49.57,42.13,US,mobile,organic,2022-08,2022
4662,9126,2022-01-13 18:23:57,card,5,75.03,71.28,NL,tablet,email,2022-01,2022
4663,17773,2022-01-25 03:30:57,card,0,165.55,165.55,AE,mobile,organic,2022-01,2022
4664,4178,2020-01-18 22:42:07,card,5,108.64,103.21,DE,mobile,paid,2020-01,2020
4665,13756,2022-08-25 05:26:27,card,5,28.04,26.64,US,mobile,direct,2022-08,2022
4666,4659,2021-04-16 09:04:47,wallet,10,55.2,49.68,NL,mobile,social,2021-04,2021
4667,2181,2023-12-17 03:09:07,cod,0,171.75,171.75,US,tablet,paid,2023-12,2023
4668,17133,2023-09-19 05:30:49,card,5,196.4,186.58,FR,mobile,referral,2023-09,2023
4669,9428,2024-04-06 02:17:57,card,20,54.93,43.94,AE,mobile,organic,2024-04,2024
4670,9031,2022-12-28 21:15:06,paypal,0,102.06,102.06,MX,mobile,referral,2022-12,2022
4671,8629,2024-12-01 12:09:53,paypal,20,348.24,278.59,AE,mobile,social,2024-12,2024
4672,6242,2025-01-21 14:35:46,card,0,6.51,6.51,MX,mobile,paid,2025-01,2025
4673,8248,2023-09-14 03:51:47,card,0,264.09,264.09,CA,mobile,organic,2023-09,2023
4674,8082,2023-02-17 00:21:47,card,0,38.18,38.18,FR,mobile,organic,2023-02,2023
4675,5893,2023-06-11 13:08:11,wallet,20,7.58,6.06,US,desktop,paid,2023-06,2023
4676,4760,2024-07-10 12:54:45,paypal,0,117.64,117.64,US,desktop,organic,2024-07,2024
4677,17553,2022-05-26 10:00:27,card,0,5.4,5.4,CA,desktop,organic,2022-05,2022
4678,18364,2022-10-16 17:26:09,card,0,123.05,123.05,US,desktop,direct,2022-10,2022
4679,10228,2023-09-12 20:52:01,card,0,225.42,225.42,BR,mobile,direct,2023-09,2023
4680,10025,2024-01-10 16:57:37,card,15,71.26,60.57,SE,desktop,direct,2024-01,2024
4681,4623,2021-09-15 19:32:24,card,15,88.74,75.43,PL,desktop,organic,2021-09,2021
4682,16935,2022-12-13 16:05:54,card,10,13.68,12.31,AE,desktop,paid,2022-12,2022
4683,8683,2024-06-11 10:35:11,card,10,266.39,239.75,AU,desktop,direct,2024-06,2024
4684,16128,2025-06-07 11:11:34,card,10,38.89,35.0,US,mobile,email,2025-06,2025
4685,17485,2024-09-22 14:58:42,card,0,74.49,74.49,US,mobile,email,2024-09,2024
4686,1021,2025-02-15 17:15:05,cod,5,117.14,111.28,US,mobile,referral,2025-02,2025
4687,17288,2020-09-28 20:05:19,paypal,20,43.79,35.03,MX,mobile,organic,2020-09,2020
4688,18823,2020-04-26 11:55:34,cod,0,711.48,711.48,SE,mobile,organic,2020-04,2020
4689,6849,2020-06-05 01:17:06,paypal,20,104.4,83.52,CA,mobile,referral,2020-06,2020
4690,9770,2023-12-21 20:34:03,card,15,60.97,51.82,MX,tablet,social,2023-12,2023
4691,17246,2021-06-05 14:39:29,card,0,104.4,104.4,BR,mobile,organic,2021-06,2021
4692,6563,2020-12-02 19:08:43,paypal,20,44.39,35.51,US,mobile,social,2020-12,2020
4693,14405,2025-06-07 18:11:54,card,0,142.41,142.41,GB,desktop,email,2025-06,2025
4694,19119,2025-08-04 00:57:40,card,0,12.72,12.72,BR,mobile,direct,2025-08,2025
4695,5280,2021-03-09 21:59:03,card,10,40.34,36.31,GB,mobile,email,2021-03,2021
4696,9405,2020-07-29 17:55:08,wallet,0,324.8,324.8,GB,mobile,organic,2020-07,2020
4697,1939,2021-11-01 00:36:35,card,0,59.87,59.87,DE,mobile,organic,2021-11,2021
4698,14115,2024-03-16 20:14:38,paypal,10,270.55,243.5,DE,mobile,direct,2024-03,2024
4699,10848,2025-08-16 10:57:49,card,20,247.4,197.92,DE,desktop,paid,2025-08,2025
4700,5715,2024-01-24 05:11:54,wallet,0,30.12,30.12,JP,mobile,organic,2024-01,2024
4701,2421,2024-02-01 23:50:41,cod,0,33.26,33.26,BR,mobile,organic,2024-02,2024
4702,2196,2022-10-19 15:26:46,wallet,20,44.06,35.25,US,mobile,organic,2022-10,2022
4703,5236,2023-09-17 07:13:52,card,5,87.56,83.18,ES,mobile,organic,2023-09,2023
4704,2275,2023-01-04 19:45:15,card,5,33.91,32.21,AE,mobile,email,2023-01,2023
4705,8530,2022-05-25 20:55:29,paypal,10,5.4,4.86,MX,tablet,referral,2022-05,2022
4706,148,2025-10-18 07:56:20,paypal,15,263.54,224.01,NL,mobile,social,2025-10,2025
4707,4436,2021-11-23 16:44:37,card,20,232.18,185.74,BR,tablet,direct,2021-11,2021
4708,13846,2025-04-30 02:07:49,card,0,39.86,39.86,AU,desktop,direct,2025-04,2025
4709,10804,2024-09-07 19:57:24,card,0,80.94,80.94,PL,desktop,organic,2024-09,2024
4710,5563,2024-11-19 22:52:08,card,5,119.49,113.52,IN,desktop,direct,2024-11,2024
4711,12824,2025-08-29 23:47:57,card,0,255.87,255.87,BR,desktop,organic,2025-08,2025
4712,5868,2022-10-04 01:49:34,card,5,47.04,44.69,IN,mobile,social,2022-10,2022
4713,6211,2020-01-13 06:37:10,card,20,159.68,127.74,US,desktop,direct,2020-01,2020
4714,16805,2023-12-25 16:41:48,card,5,98.99,94.04,AU,desktop,organic,2023-12,2023
4715,2032,2020-10-09 10:30:52,card,0,63.86,63.86,PL,mobile,organic,2020-10,2020
4716,6214,2021-08-30 07:43:58,card,0,30.71,30.71,PL,desktop,email,2021-08,2021
4717,4269,2023-11-03 20:23:50,card,5,16.94,16.09,MX,desktop,direct,2023-11,2023
4718,6242,2020-08-05 15:50:13,wallet,10,66.0,59.4,MX,mobile,social,2020-08,2020
4719,5322,2025-02-06 08:27:58,paypal,5,106.37,101.05,AE,desktop,referral,2025-02,2025
4720,303,2023-05-06 10:06:48,card,20,178.64,142.91,US,mobile,organic,2023-05,2023
4721,3276,2021-07-27 11:18:42,paypal,0,214.77,214.77,ES,mobile,referral,2021-07,2021
4722,5609,2021-09-10 17:51:50,card,10,35.76,32.18,AE,desktop,social,2021-09,2021
4723,12685,2024-04-29 20:45:34,wallet,0,227.58,227.58,FR,mobile,organic,2024-04,2024
4724,11421,2022-07-04 19:03:28,card,0,162.38,162.38,PL,mobile,direct,2022-07,2022
4725,5895,2022-01-27 20:38:22,card,10,98.05,88.25,MX,desktop,direct,2022-01,2022
4726,3100,2022-02-25 08:47:09,cod,0,65.07,65.07,FR,desktop,organic,2022-02,2022
4727,18313,2023-11-22 09:37:23,card,0,391.44,391.44,US,mobile,paid,2023-11,2023
4728,5197,2024-06-29 23:40:16,card,0,87.71,87.71,US,desktop,email,2024-06,2024
4729,14343,2021-04-12 11:40:30,card,0,93.3,93.3,FR,mobile,paid,2021-04,2021
4730,9130,2022-11-04 09:55:58,card,15,150.09,127.58,PL,mobile,organic,2022-11,2022
4731,9045,2025-09-05 03:07:57,card,15,107.77,91.6,JP,mobile,direct,2025-09,2025
4732,7428,2022-08-29 16:02:44,wallet,10,20.6,18.54,IN,desktop,social,2022-08,2022
4733,11190,2023-07-25 19:01:31,card,0,30.71,30.71,IN,desktop,organic,2023-07,2023
4734,18322,2020-01-04 12:40:51,card,20,76.6,61.28,MX,desktop,organic,2020-01,2020
4735,2538,2024-11-07 15:35:25,card,20,86.69,69.35,JP,desktop,organic,2024-11,2024
4736,16232,2023-07-19 03:01:54,card,10,330.66,297.59,MX,mobile,direct,2023-07,2023
4737,10005,2021-02-23 07:27:25,wallet,0,135.03,135.03,US,desktop,email,2021-02,2021
4738,7183,2021-08-10 06:20:46,wallet,0,250.08,250.08,ZA,desktop,email,2021-08,2021
4739,5026,2022-01-09 01:57:17,card,10,50.34,45.31,US,mobile,organic,2022-01,2022
4740,17492,2022-01-24 19:44:40,card,0,292.77,292.77,CA,mobile,organic,2022-01,2022
4741,8200,2024-07-06 21:13:59,card,0,278.2,278.2,MX,tablet,organic,2024-07,2024
4742,6421,2023-01-02 19:46:12,card,0,271.01,271.01,US,mobile,direct,2023-01,2023
4743,3703,2022-04-03 09:35:00,card,15,103.91,88.32,DE,mobile,organic,2022-04,2022
4744,304,2020-03-13 15:45:48,paypal,15,41.99,35.69,CA,desktop,paid,2020-03,2020
4745,18424,2020-01-05 13:47:40,card,0,263.45,263.45,AE,mobile,direct,2020-01,2020
4746,16387,2020-02-20 10:05:34,card,0,97.95,97.95,NL,desktop,referral,2020-02,2020
4747,17250,2025-03-14 18:16:42,card,0,110.84,110.84,NL,mobile,paid,2025-03,2025
4748,1151,2021-11-28 09:05:13,card,10,42.09,37.88,DE,mobile,organic,2021-11,2021
4749,2513,2024-07-23 20:54:09,card,0,151.03,151.03,AE,desktop,organic,2024-07,2024
4750,13282,2024-02-08 01:47:13,card,0,21.48,21.48,ES,mobile,organic,2024-02,2024
4751,3501,2025-05-24 11:18:31,card,0,204.16,204.16,BR,desktop,paid,2025-05,2025
4752,10748,2020-05-13 12:28:31,card,5,114.67,108.94,IN,mobile,organic,2020-05,2020
4753,5094,2025-05-13 13:08:43,card,20,138.19,110.55,NL,mobile,organic,2025-05,2025
4754,16318,2022-06-20 14:42:12,card,15,61.33,52.13,NL,mobile,direct,2022-06,2022
4755,19936,2023-02-16 05:00:16,card,15,49.94,42.45,AU,desktop,organic,2023-02,2023
4756,6282,2025-02-19 00:30:06,card,10,310.6,279.54,ES,desktop,organic,2025-02,2025
4757,8521,2024-06-06 20:55:08,card,20,43.27,34.62,US,desktop,direct,2024-06,2024
4758,18093,2021-01-15 23:52:06,cod,0,200.75,200.75,GB,mobile,organic,2021-01,2021
4759,4,2020-09-29 03:07:16,paypal,0,37.8,37.8,FR,desktop,social,2020-09,2020
4760,17809,2025-07-20 13:05:38,cod,5,65.06,61.81,IN,desktop,email,2025-07,2025
4761,4601,2024-01-12 09:10:13,card,5,167.43,159.06,FR,desktop,paid,2024-01,2024
4762,8352,2024-11-17 10:43:00,paypal,0,8.79,8.79,FR,desktop,organic,2024-11,2024
4763,9482,2024-10-08 17:25:55,card,5,47.32,44.95,BR,mobile,organic,2024-10,2024
4764,7931,2021-03-17 23:53:57,card,0,9.25,9.25,NL,desktop,email,2021-03,2021
4765,10743,2025-01-25 11:18:18,card,0,174.27,174.27,US,mobile,organic,2025-01,2025
4766,4493,2021-08-04 05:09:40,paypal,10,55.71,50.14,BR,mobile,organic,2021-08,2021
4767,12773,2020-12-31 21:28:35,card,0,55.23,55.23,US,mobile,organic,2020-12,2020
