review_id,order_id,product_id,rating,review_text,review_time
1310,3932,620,5,"Excellent product, highly recommend!",2025-06-06
1311,3944,262,1,"Very disappointed, would not buy again.",2024-07-15
1312,3946,858,4,Good value for money!,2022-12-20
1313,3946,814,5,"Excellent product, highly recommend!",2020-04-05
1314,3953,974,4,Good value for money!,2022-02-18
1315,3967,928,5,"Excellent product, highly recommend!",2020-01-06
1316,3973,1183,5,"Excellent product, highly recommend!",2020-10-05
1317,3981,1014,4,Good value for money!,2024-01-14
1318,3981,438,5,"Excellent product, highly recommend!",2023-07-15
1319,3984,1154,3,Okay overall.,2024-01-03
1320,3987,981,5,"Excellent product, highly recommend!",2022-02-03
1321,3994,939,3,Okay overall.,2023-01-05
1322,4004,444,5,"Excellent product, highly recommend!",2021-03-22
1323,4004,251,1,"Very disappointed, would not buy again.",2020-05-13
1324,4005,891,3,Okay overall.,2020-05-27
1325,4009,631,3,Okay overall.,2023-10-16
1326,4009,995,3,Okay overall.,2024-03-05
1327,4014,1062,2,Not great quality.,2022-06-20
1328,4014,1162,4,Good value for money!,2025-01-12
1329,4014,235,4,Good value for money!,2024-05-08
1330,4014,744,4,Good value for money!,2021-11-29
1331,4019,496,4,Good value for money!,2025-10-07
1332,4024,1039,2,Not great quality.,2024-11-23
1333,4025,94,4,Good value for money!,2025-02-17
1334,4025,888,4,Good value for money!,2023-04-11
1335,4025,974,5,"Excellent product, highly recommend!",2020-08-13
1336,4027,692,2,Not great quality.,2024-08-28
1337,4033,253,4,Good value for money!,2024-03-01
1338,4034,282,3,Okay overall.,2025-07-14
1339,4035,1134,3,Okay overall.,2023-02-26
1340,4036,983,5,"Excellent product, highly recommend!",2021-10-19
1341,4036,1010,1,"Very disappointed, would not buy again.",2024-09-18
1342,4040,1169,5,"Excellent product, highly recommend!",2024-04-04
1343,4045,548,5,"Excellent product, highly recommend!",2022-01-28
1344,4045,242,5,"Excellent product, highly recommend!",2020-01-25
1345,4051,480,4,Good value for money!,2020-03-26
1346,4051,612,4,Good value for money!,2023-04-15
1347,4052,1097,2,Not great quality.,2020-12-04
1348,4052,851,3,Okay overall.,2025-03-01
1349,4052,175,5,"Excellent product, highly recommend!",2025-04-04
1350,4057,1018,3,Okay overall.,2020-05-22
1351,4057,947,5,"Excellent product, highly recommend!",2024-08-19
1352,4057,1016,4,Good value for money!,2024-10-17
1353,4065,584,5,"Excellent product, highly recommend!",2024-08-18
1354,4067,1070,2,Not great quality.,2025-08-02
1355,4073,735,4,Good value for money!,2022-07-19
1356,4074,10,5,"Excellent product, highly recommend!",2020-07-27
1357,4087,494,5,"Excellent product, highly recommend!",2024-04-15
1358,4103,1054,4,Good value for money!,2021-06-26
1359,4108,962,3,Okay overall.,2024-02-06
1360,4108,958,4,Good value for money!,2025-06-15
1361,4119,685,5,"Excellent product, highly recommend!",2020-01-24
1362,4120,983,4,Good value for money!,2022-08-17
1363,4120,458,4,Good value for money!,2023-08-02
1364,4120,1176,2,Not great quality.,2023-05-14
1365,4120,1074,3,Okay overall.,2020-12-18
1366,4120,173,5,"Excellent product, highly recommend!",2020-09-09
1367,4130,545,5,"Excellent product, highly recommend!",2025-05-17
1368,4132,692,4,Good value for money!,2020-04-22
1369,4132,670,5,"Excellent product, highly recommend!",2023-11-03
1370,4132,545,4,Good value for money!,2022-06-02
1371,4138,1018,5,"Excellent product, highly recommend!",2021-06-27
1372,4148,818,5,"Excellent product, highly recommend!",2021-05-09
1373,4150,265,5,"Excellent product, highly recommend!",2023-08-28
1374,4162,924,4,Good value for money!,2025-06-14
1375,4165,53,5,"Excellent product, highly recommend!",2022-05-05
1376,4175,457,4,Good value for money!,2020-04-30
1377,4175,371,4,Good value for money!,2021-07-21
1378,4181,249,4,Good value for money!,2024-11-05
1379,4183,451,5,"Excellent product, highly recommend!",2023-01-15
1380,4193,1194,5,"Excellent product, highly recommend!",2020-07-24
1381,4195,711,5,"Excellent product, highly recommend!",2024-10-31
1382,4195,748,5,"Excellent product, highly recommend!",2023-01-12
1383,4195,719,1,"Very disappointed, would not buy again.",2021-10-24
1384,4196,988,5,"Excellent product, highly recommend!",2025-07-09
1385,4196,708,3,Okay overall.,2024-07-20
1386,4196,917,5,"Excellent product, highly recommend!",2022-09-26
1387,4197,912,5,"Excellent product, highly recommend!",2022-01-27
1388,4197,250,3,Okay overall.,2025-10-24
1389,4199,792,2,Not great quality.,2021-05-05
1390,4199,974,5,"Excellent product, highly recommend!",2021-03-25
1391,4205,702,5,"Excellent product, highly recommend!",2023-03-05
1392,4205,686,5,"Excellent product, highly recommend!",2023-11-21
1393,4214,801,3,Okay overall.,2025-01-17
1394,4218,1133,5,"Excellent product, highly recommend!",2021-06-15
1395,4219,1180,3,Okay overall.,2021-08-17
1396,4225,964,4,Good value for money!,2024-02-18
1397,4225,1141,4,Good value for money!,2024-10-14
1398,4225,411,5,"Excellent product, highly recommend!",2023-05-18
1399,4225,861,4,Good value for money!,2022-11-25
1400,4235,409,1,"Very disappointed, would not buy again.",2022-12-24
1401,4235,408,3,Okay overall.,2024-07-18
1402,4235,933,4,Good value for money!,2022-12-15
1403,4241,1113,5,"Excellent product, highly recommend!",2022-12-10
1404,4286,933,5,"Excellent product, highly recommend!",2020-06-12
1405,4287,548,5,"Excellent product, highly recommend!",2021-01-27
1406,4300,508,3,Okay overall.,2021-09-08
1407,4300,191,3,Okay overall.,2022-06-18
1408,4304,687,5,"Excellent product, highly recommend!",2023-06-03
1409,4307,984,4,Good value for money!,2021-04-22
1410,4307,1019,5,"Excellent product, highly recommend!",2021-08-19
1411,4313,497,5,"Excellent product, highly recommend!",2020-08-15
1412,4325,1006,5,"Excellent product, highly recommend!",2025-06-04
1413,4325,407,5,"Excellent product, highly recommend!",2021-09-20
1414,4325,434,4,Good value for money!,2021-05-02
1415,4325,513,3,Okay overall.,2023-04-27
1416,4326,183,4,Good value for money!,2022-07-22
1417,4326,223,5,"Excellent product, highly recommend!",2021-01-30
1418,4332,425,3,Okay overall.,2025-10-26
1419,4332,989,2,Not great quality.,2024-06-19
1420,4338,496,5,"Excellent product, highly recommend!",2023-12-21
1421,4338,459,5,"Excellent product, highly recommend!",2021-07-28
1422,4338,880,3,Okay overall.,2020-08-14
1423,4338,470,5,"Excellent product, highly recommend!",2022-10-09
1424,4341,1039,3,Okay overall.,2023-05-14
1425,4344,1003,4,Good value for money!,2024-09-27
1426,4344,1030,4,Good value for money!,2025-02-15
1427,4344,1132,5,"Excellent product, highly recommend!",2025-09-14
1428,4346,669,5,"Excellent product, highly recommend!",2020-05-11
1429,4349,998,1,"Very disappointed, would not buy again.",2025-03-30
1430,4369,462,5,"Excellent product, highly recommend!",2024-10-29
1431,4369,1053,4,Good value for money!,2021-09-04
1432,4373,1157,4,Good value for money!,2025-04-24
1433,4375,521,5,"Excellent product, highly recommend!",2022-04-11
1434,4375,239,2,Not great quality.,2022-10-03
1435,4380,709,4,Good value for money!,2021-07-14
1436,4380,934,2,Not great quality.,2020-04-11
1437,4387,1188,3,Okay overall.,2020-10-22
1438,4390,980,3,Okay overall.,2020-03-12
1439,4390,1067,5,"Excellent product, highly recommend!",2023-06-24
1440,4391,998,5,"Excellent product, highly recommend!",2022-03-26
1441,4395,977,3,Okay overall.,2020-12-29
1442,4396,1012,1,"Very disappointed, would not buy again.",2025-07-19
1443,4396,366,3,Okay overall.,2022-06-01
1444,4398,360,5,"Excellent product, highly recommend!",2023-08-06
1445,4402,876,4,Good value for money!,2021-06-09
1446,4408,311,5,"Excellent product, highly recommend!",2022-04-09
1447,4413,231,3,Okay overall.,2022-05-09
1448,4419,922,3,Okay overall.,2020-01-25
1449,4423,827,5,"Excellent product, highly recommend!",2023-08-28
1450,4423,24,4,Good value for money!,2022-04-07
1451,4426,822,5,"Excellent product, highly recommend!",2024-12-29
1452,4440,866,3,Okay overall.,2025-07-04
1453,4445,1025,4,Good value for money!,2020-02-21
1454,4445,959,5,"Excellent product, highly recommend!",2023-11-30
1455,4445,959,3,Okay overall.,2021-04-18
1456,4453,1070,3,Okay overall.,2022-11-30
1457,4453,291,5,"Excellent product, highly recommend!",2020-04-10
1458,4453,365,5,"Excellent product, highly recommend!",2024-11-25
1459,4457,1025,3,Okay overall.,2022-07-30
1460,4461,1017,3,Okay overall.,2025-06-28
1461,4461,875,5,"Excellent product, highly recommend!",2023-02-12
1462,4465,1064,3,Okay overall.,2023-10-11
1463,4465,1108,4,Good value for money!,2022-11-18
1464,4491,625,1,"Very disappointed, would not buy again.",2024-03-10
1465,4491,578,4,Good value for money!,2024-02-03
1466,4492,507,3,Okay overall.,2025-10-07
1467,4498,698,4,Good value for money!,2025-07-29
1468,4498,778,5,"Excellent product, highly recommend!",2020-08-06
1469,4499,285,5,"Excellent product, highly recommend!",2024-07-13
1470,4499,938,5,"Excellent product, highly recommend!",2023-02-17
1471,4499,278,5,"Excellent product, highly recommend!",2020-05-07
1472,4506,970,4,Good value for money!,2025-01-18
1473,4512,999,4,Good value for money!,2022-06-20
1474,4518,612,5,"Excellent product, highly recommend!",2022-01-05
1475,4518,1186,3,Okay overall.,2023-03-12
1476,4527,1112,5,"Excellent product, highly recommend!",2022-05-25
1477,4528,352,4,Good value for money!,2020-04-10
1478,4530,216,3,Okay overall.,2024-10-16
1479,4531,405,5,"Excellent product, highly recommend!",2024-12-29
1480,4544,933,3,Okay overall.,2023-09-08
1481,4548,147,5,"Excellent product, highly recommend!",2023-04-05
1482,4554,526,4,Good value for money!,2020-03-22
1483,4555,450,5,"Excellent product, highly recommend!",2023-02-11
1484,4555,668,3,Okay overall.,2025-01-23
1485,4555,897,3,Okay overall.,2024-07-19
1486,4563,963,5,"Excellent product, highly recommend!",2022-07-08
1487,4563,585,4,Good value for money!,2022-11-11
1488,4568,742,5,"Excellent product, highly recommend!",2020-01-16
1489,4568,962,4,Good value for money!,2022-05-01
1490,4570,874,5,"Excellent product, highly recommend!",2021-10-26
1491,4573,767,5,"Excellent product, highly recommend!",2020-11-07
1492,4573,709,5,"Excellent product, highly recommend!",2025-04-16
1493,4575,852,4,Good value for money!,2021-03-17
1494,4581,946,3,Okay overall.,2020-06-21
1495,4587,835,4,Good value for money!,2024-12-26
1496,4590,686,1,"Very disappointed, would not buy again.",2023-01-26
1497,4595,1101,5,"Excellent product, highly recommend!",2021-04-07
1498,4595,1133,3,Okay overall.,2023-08-16
1499,4598,1192,4,Good value for money!,2022-06-03
1500,4607,193,5,"Excellent product, highly recommend!",2020-09-27
1501,4607,894,4,Good value for money!,2024-03-17
1502,4607,265,5,"Excellent product, highly recommend!",2021-03-25
1503,4607,1047,3,Okay overall.,2023-06-09
1504,4607,853,5,"Excellent product, highly recommend!",2022-03-01
1505,4608,622,3,Okay overall.,2022-09-25
1506,4614,416,5,"Excellent product, highly recommend!",2022-02-11
1507,4614,626,3,Okay overall.,2021-12-04
1508,4614,578,5,"Excellent product, highly recommend!",2025-05-26
1509,4626,240,2,Not great quality.,2021-05-12
1510,4626,316,5,"Excellent product, highly recommend!",2021-05-10
1511,4627,174,3,Okay overall.,2020-09-27
1512,4629,513,3,Okay overall.,2023-11-17
1513,4629,370,5,"Excellent product, highly recommend!",2023-04-05
1514,4631,478,3,Okay overall.,2021-12-15
1515,4632,479,4,Good value for money!,2024-11-19
1516,4637,818,4,Good value for money!,2023-11-09
1517,4639,891,5,"Excellent product, highly recommend!",2021-08-14
1518,4655,38,5,"Excellent product, highly recommend!",2020-09-20
1519,4655,1097,4,Good value for money!,2025-04-15
1520,4655,934,1,"Very disappointed, would not buy again.",2025-04-05
1521,4655,65,2,Not great quality.,2022-09-17
1522,4678,115,4,Good value for money!,2020-01-26
1523,4683,944,2,Not great quality.,2025-03-23
1524,4683,821,1,"Very disappointed, would not buy again.",2023-03-17
1525,4684,418,4,Good value for money!,2025-10-03
1526,4684,405,3,Okay overall.,2023-09-01
1527,4685,678,4,Good value for money!,2020-11-09
1528,4685,1082,4,Good value for money!,2023-05-09
1529,4689,214,5,"Excellent product, highly recommend!",2021-12-09
1530,4690,845,5,"Excellent product, highly recommend!",2020-11-28
1531,4694,991,3,Okay overall.,2022-03-16
1532,4696,791,4,Good value for money!,2020-12-25
1533,4696,712,5,"Excellent product, highly recommend!",2024-04-16
1534,4696,733,4,Good value for money!,2020-05-06
1535,4712,872,4,Good value for money!,2021-02-09
1536,4719,213,4,Good value for money!,2021-05-07
1537,4719,1143,1,"Very disappointed, would not buy again.",2020-10-22
1538,4721,1185,5,"Excellent product, highly recommend!",2022-05-09
1539,4721,94,3,Okay overall.,2022-10-27
1540,4721,1045,5,"Excellent product, highly recommend!",2022-02-17
1541,4723,695,5,"Excellent product, highly recommend!",2024-10-13
1542,4723,818,5,"Excellent product, highly recommend!",2021-04-07
1543,4723,795,5,"Excellent product, highly recommend!",2023-05-26
1544,4730,668,3,Okay overall.,2020-12-31
1545,4734,84,5,"Excellent product, highly recommend!",2021-01-25
1546,4734,910,3,Okay overall.,2021-09-21
1547,4756,466,2,Not great quality.,2022-09-12
1548,4756,212,4,Good value for money!,2023-07-06
1549,4756,906,5,"Excellent product, highly recommend!",2024-12-17
1550,4761,991,5,"Excellent product, highly recommend!",2020-08-17
1551,4761,1010,4,Good value for money!,2023-02-16
1552,4761,929,5,"Excellent product, highly recommend!",2025-10-03
1553,4762,358,5,"Excellent product, highly recommend!",2024-06-18
1554,4767,751,3,Okay overall.,2021-09-29
1555,4771,206,5,"Excellent product, highly recommend!",2024-09-30
1556,4774,457,4,Good value for money!,2022-11-27
1557,4774,203,5,"Excellent product, highly recommend!",2020-12-17
1558,4775,883,2,Not great quality.,2022-10-30
1559,4775,1014,5,"Excellent product, highly recommend!",2025-02-11
1560,4775,916,2,Not great quality.,2022-07-09
1561,4777,777,5,"Excellent product, highly recommend!",2020-12-09
1562,4777,543,5,"Excellent product, highly recommend!",2023-05-08
1563,4779,1108,3,Okay overall.,2025-04-04
1564,4779,929,3,Okay overall.,2025-06-16
1565,4779,1051,3,Okay overall.,2020-01-30
1566,4779,684,4,Good value for money!,2025-09-01
1567,4786,1021,3,Okay overall.,2024-09-10
1568,4786,877,4,Good value for money!,2022-08-02
1569,4786,926,1,"Very disappointed, would not buy again.",2024-11-22
1570,4805,676,3,Okay overall.,2023-11-17
1571,4810,1005,4,Good value for money!,2021-09-13
1572,4816,954,5,"Excellent product, highly recommend!",2022-07-08
1573,4816,747,4,Good value for money!,2025-07-16
1574,4818,416,5,"Excellent product, highly recommend!",2021-03-09
1575,4818,377,5,"Excellent product, highly recommend!",2023-04-10
1576,4818,379,4,Good value for money!,2024-05-05
1577,4828,952,4,Good value for money!,2022-04-19
1578,4828,495,4,Good value for money!,2023-10-25
1579,4834,961,5,"Excellent product, highly recommend!",2025-01-11
1580,4844,636,4,Good value for money!,2022-10-12
1581,4844,769,3,Okay overall.,2025-06-21
1582,4853,868,4,Good value for money!,2022-07-02
1583,4853,567,5,"Excellent product, highly recommend!",2023-05-14
1584,4860,881,5,"Excellent product, highly recommend!",2025-01-18
1585,4860,973,5,"Excellent product, highly recommend!",2020-08-17
1586,4863,877,5,"Excellent product, highly recommend!",2025-04-30
1587,4863,494,5,"Excellent product, highly recommend!",2021-04-02
1588,4867,1119,4,Good value for money!,2025-03-11
1589,4871,458,4,Good value for money!,2023-01-27
1590,4876,538,3,Okay overall.,2025-08-30
1591,4895,154,4,Good value for money!,2023-12-13
1592,4895,123,4,Good value for money!,2022-08-21
1593,4899,762,5,"Excellent product, highly recommend!",2023-04-24
1594,4913,441,3,Okay overall.,2021-06-06
1595,4914,702,3,Okay overall.,2022-09-26
1596,4914,821,4,Good value for money!,2025-02-24
1597,4914,678,5,"Excellent product, highly recommend!",2023-01-17
1598,4925,95,4,Good value for money!,2024-09-11
1599,4925,564,5,"Excellent product, highly recommend!",2023-09-06
1600,4925,1151,3,Okay overall.,2024-08-11
1601,4926,474,4,Good value for money!,2025-07-02
1602,4934,679,3,Okay overall.,2021-10-07
1603,4935,464,5,"Excellent product, highly recommend!",2021-11-10
1604,4941,863,1,"Very disappointed, would not buy again.",2020-01-16
1605,4954,665,5,"Excellent product, highly recommend!",2025-05-20
1606,4962,670,3,Okay overall.,2022-07-18
1607,4964,698,1,"Very disappointed, would not buy again.",2023-12-28
1608,4964,352,5,"Excellent product, highly recommend!",2021-09-03
1609,4964,666,5,"Excellent product, highly recommend!",2021-01-17
1610,4975,982,1,"Very disappointed, would not buy again.",2024-02-07
1611,4975,938,5,"Excellent product, highly recommend!",2020-05-20
1612,4979,360,5,"Excellent product, highly recommend!",2020-04-17
1613,4983,1106,5,"Excellent product, highly recommend!",2024-05-11
1614,4983,371,5,"Excellent product, highly recommend!",2021-02-23
1615,4983,1145,1,"Very disappointed, would not buy again.",2020-06-22
1616,4989,504,5,"Excellent product, highly recommend!",2022-12-28
1617,4989,817,5,"Excellent product, highly recommend!",2020-12-18
1618,4989,957,4,Good value for money!,2025-08-06
1619,4990,357,5,"Excellent product, highly recommend!",2021-04-11
1620,4994,1059,4,Good value for money!,2025-09-13
1621,4996,948,4,Good value for money!,2021-08-20
1622,4998,1123,4,Good value for money!,2021-04-28
1623,4998,1059,2,Not great quality.,2023-02-16
1624,5001,765,1,"Very disappointed, would not buy again.",2024-07-05
1625,5001,571,3,Okay overall.,2023-09-13
1626,5005,588,5,"Excellent product, highly recommend!",2023-02-20
1627,5006,575,5,"Excellent product, highly recommend!",2023-08-17
1628,5017,1139,2,Not great quality.,2020-11-24
1629,5017,471,4,Good value for money!,2024-09-05
1630,5020,387,2,Not great quality.,2025-10-14
1631,5020,978,5,"Excellent product, highly recommend!",2021-04-10
1632,5020,424,4,Good value for money!,2021-10-02
1633,5025,944,4,Good value for money!,2022-03-07
1634,5025,1123,3,Okay overall.,2024-09-18
1635,5026,543,2,Not great quality.,2021-03-11
1636,5026,1099,4,Good value for money!,2024-04-17
1637,5026,899,4,Good value for money!,2020-12-20
1638,5034,463,5,"Excellent product, highly recommend!",2023-03-23
1639,5039,446,3,Okay overall.,2021-04-03
1640,5043,415,5,"Excellent product, highly recommend!",2021-12-18
1641,5043,445,4,Good value for money!,2024-11-26
1642,5049,258,5,"Excellent product, highly recommend!",2023-11-27
1643,5057,1043,5,"Excellent product, highly recommend!",2020-05-03
1644,5057,438,1,"Very disappointed, would not buy again.",2022-04-27
1645,5057,1033,3,Okay overall.,2020-08-18
1646,5061,464,4,Good value for money!,2025-01-11
1647,5062,601,4,Good value for money!,2025-05-05
1648,5062,579,5,"Excellent product, highly recommend!",2023-04-16
1649,5068,731,4,Good value for money!,2025-08-26
1650,5071,330,3,Okay overall.,2024-11-19
1651,5087,1143,4,Good value for money!,2020-05-11
1652,5087,683,4,Good value for money!,2024-11-07
1653,5091,567,4,Good value for money!,2022-08-20
1654,5091,967,5,"Excellent product, highly recommend!",2020-07-12
1655,5091,198,4,Good value for money!,2021-12-19
1656,5096,891,5,"Excellent product, highly recommend!",2020-07-08
1657,5101,327,3,Okay overall.,2025-05-31
1658,5101,381,4,Good value for money!,2024-06-16
1659,5103,1178,2,Not great quality.,2024-07-29
1660,5103,1170,5,"Excellent product, highly recommend!",2025-08-16
1661,5105,60,5,"Excellent product, highly recommend!",2022-08-20
1662,5105,268,4,Good value for money!,2023-04-17
1663,5109,37,3,Okay overall.,2021-07-16
1664,5114,84,4,Good value for money!,2020-02-29
1665,5114,103,4,Good value for money!,2023-06-23
1666,5114,1031,3,Okay overall.,2025-10-03
1667,5118,298,2,Not great quality.,2024-06-23
1668,5118,208,3,Okay overall.,2022-02-23
1669,5130,1075,5,"Excellent product, highly recommend!",2024-10-11
1670,5130,1161,4,Good value for money!,2024-06-14
1671,5130,1092,2,Not great quality.,2020-06-07
1672,5130,1132,4,Good value for money!,2024-09-01
1673,5136,827,4,Good value for money!,2020-02-29
1674,5136,831,5,"Excellent product, highly recommend!",2022-09-14
1675,5139,1080,2,Not great quality.,2025-07-15
1676,5139,875,1,"Very disappointed, would not buy again.",2020-09-16
1677,5139,565,3,Okay overall.,2023-08-21
1678,5150,509,4,Good value for money!,2021-03-24
1679,5150,1050,5,"Excellent product, highly recommend!",2025-04-01
1680,5155,363,2,Not great quality.,2023-10-08
1681,5155,988,4,Good value for money!,2023-03-08
1682,5155,986,2,Not great quality.,2023-06-25
1683,5158,636,5,"Excellent product, highly recommend!",2025-03-22
1684,5158,1056,5,"Excellent product, highly recommend!",2023-05-07
1685,5158,243,3,Okay overall.,2021-03-16
1686,5159,758,5,"Excellent product, highly recommend!",2024-06-14
1687,5160,671,3,Okay overall.,2025-03-30
1688,5170,943,4,Good value for money!,2022-03-21
1689,5170,1081,5,"Excellent product, highly recommend!",2024-11-06
1690,5170,980,2,Not great quality.,2021-04-01
1691,5173,914,4,Good value for money!,2023-07-16
1692,5173,176,4,Good value for money!,2022-11-02
1693,5173,764,3,Okay overall.,2023-07-29
1694,5173,275,2,Not great quality.,2025-09-13
1695,5178,479,1,"Very disappointed, would not buy again.",2020-03-27
1696,5184,988,3,Okay overall.,2020-08-02
1697,5184,943,4,Good value for money!,2020-07-25
1698,5186,277,4,Good value for money!,2024-08-30
1699,5188,918,4,Good value for money!,2020-08-29
1700,5191,999,4,Good value for money!,2020-03-24
1701,5198,491,3,Okay overall.,2021-12-26
1702,5207,908,3,Okay overall.,2024-08-29
1703,5207,713,3,Okay overall.,2020-07-31
1704,5212,469,4,Good value for money!,2024-07-19
1705,5212,250,4,Good value for money!,2021-02-22
1706,5215,1047,4,Good value for money!,2025-07-11
1707,5215,891,5,"Excellent product, highly recommend!",2024-08-23
1708,5215,5,5,"Excellent product, highly recommend!",2023-02-04
1709,5222,1010,5,"Excellent product, highly recommend!",2020-01-12
1710,5223,94,3,Okay overall.,2024-08-22
1711,5223,139,3,Okay overall.,2025-01-27
1712,5226,1090,2,Not great quality.,2020-09-19
1713,5231,208,4,Good value for money!,2024-03-20
1714,5231,205,3,Okay overall.,2022-03-22
1715,5231,560,4,Good value for money!,2024-04-05
1716,5233,878,5,"Excellent product, highly recommend!",2024-03-19
1717,5242,1050,2,Not great quality.,2021-06-17
1718,5242,919,5,"Excellent product, highly recommend!",2022-04-15
1719,5243,647,5,"Excellent product, highly recommend!",2024-09-26
1720,5262,83,4,Good value for money!,2021-10-12
1721,5266,923,4,Good value for money!,2020-07-24
1722,5266,427,3,Okay overall.,2021-07-08
1723,5283,225,5,"Excellent product, highly recommend!",2024-03-16
1724,5297,1012,2,Not great quality.,2021-11-29
1725,5297,944,5,"Excellent product, highly recommend!",2025-03-12
1726,5305,1041,3,Okay overall.,2024-09-14
1727,5305,765,3,Okay overall.,2020-01-29
1728,5310,842,4,Good value for money!,2023-10-19
1729,5312,978,4,Good value for money!,2020-05-07
1730,5323,1152,2,Not great quality.,2022-07-10
1731,5327,1070,4,Good value for money!,2020-08-29
1732,5328,939,5,"Excellent product, highly recommend!",2024-11-03
1733,5328,1004,3,Okay overall.,2021-02-11
1734,5331,1048,4,Good value for money!,2023-12-22
1735,5339,930,3,Okay overall.,2020-01-04
1736,5339,290,4,Good value for money!,2024-07-01
1737,5340,947,3,Okay overall.,2020-12-10
1738,5341,1118,3,Okay overall.,2024-11-08
1739,5341,215,3,Okay overall.,2024-10-24
1740,5341,872,4,Good value for money!,2020-02-01
1741,5343,747,5,"Excellent product, highly recommend!",2023-03-04
1742,5343,1070,3,Okay overall.,2022-06-22
1743,5343,282,4,Good value for money!,2023-09-07
1744,5348,879,3,Okay overall.,2020-08-27
1745,5348,917,5,"Excellent product, highly recommend!",2020-04-11
1746,5349,1069,1,"Very disappointed, would not buy again.",2025-05-30
1747,5349,1081,3,Okay overall.,2025-04-16
1748,5349,1115,5,"Excellent product, highly recommend!",2025-01-28
1749,5349,1082,4,Good value for money!,2024-12-13
1750,5352,463,3,Okay overall.,2023-12-25
1751,5352,634,5,"Excellent product, highly recommend!",2025-04-08
1752,5352,107,5,"Excellent product, highly recommend!",2020-10-05
1753,5365,386,5,"Excellent product, highly recommend!",2024-06-07
1754,5369,132,5,"Excellent product, highly recommend!",2020-02-12
1755,5369,1170,2,Not great quality.,2025-01-23
1756,5369,783,5,"Excellent product, highly recommend!",2023-07-31
1757,5372,423,5,"Excellent product, highly recommend!",2021-07-21
1758,5373,1038,4,Good value for money!,2021-12-10
1759,5375,487,5,"Excellent product, highly recommend!",2022-11-02
1760,5375,1016,5,"Excellent product, highly recommend!",2024-05-13
1761,5378,1027,3,Okay overall.,2025-05-03
1762,5383,582,3,Okay overall.,2025-09-11
1763,5383,379,3,Okay overall.,2021-04-22
1764,5386,999,4,Good value for money!,2025-03-11
1765,5386,873,5,"Excellent product, highly recommend!",2023-05-16
1766,5397,866,3,Okay overall.,2024-10-29
1767,5397,1005,5,"Excellent product, highly recommend!",2020-01-25
1768,5397,947,1,"Very disappointed, would not buy again.",2023-01-19
1769,5399,150,4,Good value for money!,2022-11-26
1770,5404,183,4,Good value for money!,2020-01-25
1771,5407,365,5,"Excellent product, highly recommend!",2020-05-26
1772,5410,457,5,"Excellent product, highly recommend!",2025-03-05
1773,5410,395,4,Good value for money!,2025-04-24
1774,5414,1063,3,Okay overall.,2023-08-31
1775,5414,925,4,Good value for money!,2021-12-28
1776,5414,729,3,Okay overall.,2021-12-04
1777,5416,458,3,Okay overall.,2025-07-02
1778,5416,420,5,"Excellent product, highly recommend!",2020-10-02
1779,5419,233,4,Good value for money!,2024-03-02
1780,5421,7,5,"Excellent product, highly recommend!",2023-07-31
1781,5422,987,2,Not great quality.,2025-03-11
1782,5422,976,3,Okay overall.,2024-12-31
1783,5422,894,4,Good value for money!,2024-07-27
1784,5425,938,4,Good value for money!,2022-04-11
1785,5429,203,5,"Excellent product, highly recommend!",2022-08-06
1786,5429,183,5,"Excellent product, highly recommend!",2025-08-29
1787,5443,743,3,Okay overall.,2025-08-28
1788,5443,849,2,Not great quality.,2022-05-07
1789,5452,484,4,Good value for money!,2024-08-28
1790,5452,836,3,Okay overall.,2023-10-21
1791,5454,476,3,Okay overall.,2024-10-02
1792,5454,400,4,Good value for money!,2025-03-01
1793,5460,537,5,"Excellent product, highly recommend!",2021-05-31
1794,5464,366,4,Good value for money!,2021-03-20
1795,5464,504,5,"Excellent product, highly recommend!",2022-02-05
1796,5467,416,5,"Excellent product, highly recommend!",2025-09-21
1797,5467,377,4,Good value for money!,2023-01-19
1798,5467,460,4,Good value for money!,2021-10-31
1799,5468,848,4,Good value for money!,2023-07-30
1800,5472,1144,3,Okay overall.,2025-07-18
1801,5472,1194,5,"Excellent product, highly recommend!",2023-04-30
1802,5472,780,2,Not great quality.,2021-06-01
1803,5505,373,2,Not great quality.,2021-08-21
1804,5505,405,4,Good value for money!,2023-09-30
1805,5505,447,5,"Excellent product, highly recommend!",2024-05-04
1806,5508,253,4,Good value for money!,2023-08-28
1807,5511,765,5,"Excellent product, highly recommend!",2024-02-19
1808,5511,1170,5,"Excellent product, highly recommend!",2025-03-12
1809,5511,690,4,Good value for money!,2021-01-28
1810,5517,401,5,"Excellent product, highly recommend!",2022-11-20
1811,5527,1193,3,Okay overall.,2022-12-05
1812,5527,1037,4,Good value for money!,2021-05-13
1813,5527,424,2,Not great quality.,2022-06-25
1814,5537,103,4,Good value for money!,2024-09-29
1815,5547,694,4,Good value for money!,2023-01-07
1816,5549,870,3,Okay overall.,2024-08-06
1817,5555,1194,5,"Excellent product, highly recommend!",2022-06-16
1818,5555,1070,2,Not great quality.,2024-11-16
1819,5557,850,5,"Excellent product, highly recommend!",2022-01-26
1820,5557,921,4,Good value for money!,2024-06-12
1821,5579,436,4,Good value for money!,2024-05-11
1822,5585,1066,4,Good value for money!,2021-05-06
1823,5586,919,4,Good value for money!,2021-12-12
1824,5588,1110,5,"Excellent product, highly recommend!",2023-09-04
